vehicle ID,pixel location x,pixel location y,Pixel width,Pixel length
22905,1808,222,73,92
22984,1783,164,44,62
24252,1908,759,61,92
24036,1786,268,21,27
25891,1808,236,71,92
33184,1932.1,1826.99,61,113
31360,1925.35,1546.9,47,81
31171,1795.37,1433.36,50,95
31317,1913.38,1214.19,57,97
31316,1841.91,1148.88,65,83
29576,1787.5,1107,30,55
28870,1899.44,1040.51,36,52
27665,1897.29,885.038,33,49
26503,1881.38,728.083,34,49
27478,1789.6,707.42,26,40
27440,1885,597,21,33
26229,1830,551.516,33,74
29497,1873.67,456.069,35,47
25080,1790.19,373.858,21,27
24689,1828.4,372.519,25,28
21656,1851.4,228.2,22,22
25848,1774.5,177,22,21
32891,1949.2,161.1,26,24
20269,1858,137,65,92
22905,1808,219,73,92
22984,1783,161,44,62
24252,1908,756,61,92
24036,1786,264,21,27
25891,1806,232,71,92
33184,1931,1813.5,51,110
31360,1924.32,1534.47,44,80
31171,1795.1,1420,49,95
31317,1910.58,1204.4,50,94
31316,1841.71,1137.96,61,81
29576,1787.5,1097.5,30,54
28870,1899.11,1033.13,33,51
27665,1897.36,878.132,33,49
26503,1881.22,721.904,34,48
27478,1790,700.5,23,36
27440,1884.5,592,20,31
26229,1830,545.5,29,72
29497,1873,452,29,43
25080,1789.42,369.195,19,25
24689,1828.47,368.045,24,29
21656,1850.93,224.956,22,23
25848,1776.17,173.365,17,20
32891,1948.2,160.427,26,26
20269,1858,137,65,92
22905,1808,216,73,92
22984,1783,157,44,62
24252,1908,752,61,92
24036,1786,260,21,27
25891,1806,229,71,92
33184,1932.41,1796.96,58,107
31360,1924,1522,43,77
31171,1794,1407,43,91
31317,1910.57,1196.33,52,95
31316,1840.84,1129.09,64,82
29576,1787.68,1088.52,34,56
28870,1898.64,1025.49,33,50
27665,1896.5,871.5,30,46
26503,1880.97,716.271,33,48
27478,1789.73,694.551,26,38
27440,1884,587,21,31
26229,1829.75,540.026,32,73
29497,1873,448,29,45
25080,1789.4,365.119,19,25
24689,1827.98,364.293,21,28
21656,1850.39,222.566,20,22
25848,1775.64,170.419,16,20
32891,1945.75,159.25,26,25
20269,1857,136,65,92
22905,1807,213,73,92
22984,1783,154,44,62
24252,1908,752,61,92
24036,1786,256,21,27
25891,1806,225,71,92
33184,1932.5,1783.5,54,104
31360,1924.36,1510.02,46,77
31171,1794,1394,43,89
31317,1910.09,1187.54,49,94
31316,1841.76,1119.11,67,83
29576,1787.55,1079.51,32,56
28870,1898.21,1017.99,32,49
27665,1894.69,865.788,36,50
26503,1880.25,710.9,32,47
27478,1789.5,688.5,24,36
27440,1884,582.5,21,32
26229,1829.72,535.004,32,73
29497,1873,444.5,29,46
25080,1789.5,360,16,23
24689,1827.97,359.838,23,28
21656,1850.44,220.131,22,25
25848,1776,167,13,17
32891,1944.6,158.259,26,25
20269,1857,136,65,92
22905,1807,209,73,92
22984,1783,151,44,62
24252,1908,752,61,92
24036,1786,252,21,27
25891,1806,221,71,92
33184,1932.95,1764.63,61,102
31360,1923.88,1498.87,47,78
31171,1794.75,1381.07,48,92
31317,1909.53,1178.5,50,92
31316,1840.64,1109.17,68,83
29576,1787,1070.5,29,52
28870,1898.26,1010.48,31,48
27665,1895.49,858.912,30,49
26503,1881,704.723,35,48
27478,1790,682,23,37
27440,1884,577,21,31
26229,1829,529.5,29,70
29497,1872.5,439.5,30,44
24689,1827.9,356.3,22,27
25080,1789.92,356.245,18,25
21656,1850.3,217.1,20,23
25848,1774.1,164.2,21,22
32891,1942.65,156.95,26,25
20269,1857,136,65,92
22905,1806,206,73,92
22984,1783,148,44,62
24252,1908,751,61,92
24036,1787,245,21,27
25891,1806,218,71,92
33184,1931.62,1748.36,62,97
31360,1923.95,1486.41,47,77
31171,1794.5,1368.5,42,88
31317,1909.18,1169.59,51,93
31316,1840.83,1099.41,67,82
29576,1787.54,1061.48,32,54
28870,1897.78,1003.61,33,49
27665,1895,853.5,27,46
26503,1880.38,699.448,34,48
27478,1790,675.5,23,36
27440,1883.69,572.34,24,32
26229,1829.68,523.572,30,72
29497,1872.5,435,30,43
24689,1827.32,351.909,22,27
25080,1789.89,351.693,18,26
21656,1848,213,24,24
25848,1775.14,160.762,15,19
32891,1939.9,155.8,27,26
20269,1857,136,65,92
22905,1806,203,73,92
22984,1783,144,44,62
24252,1908,751,61,92
24036,1787,241,21,27
25891,1806,215,71,92
33184,1930.7,1738.74,52,99
31360,1923.08,1475.49,59,80
31171,1796.5,1356,44,87
31317,1909.59,1168.72,58,109
31316,1841.43,1089.71,68,82
29576,1787.98,1052.54,33,54
28870,1901.56,996.438,38,50
27665,1896,847,29,45
26503,1880.23,693.531,35,47
27478,1789.84,669.862,27,39
27440,1883.49,567.79,24,33
26229,1829.4,518.558,32,72
29497,1872.5,431,30,43
24689,1826.59,348.239,22,28
25080,1789.89,347.693,18,26
21656,1848.6,210.8,20,22
25848,1775,157.5,13,18
32891,1938.25,154.75,28,29
20269,1857,136,65,92
22905,1806,200,73,92
22984,1783,142,44,62
24252,1908,751,61,92
24036,1786,237,21,27
25891,1806,212,71,92
33184,1929.1,1719.53,50,90
31360,1921.61,1464.37,45,75
31171,1794.5,1344,42,87
31317,1908.87,1151.9,52,91
31316,1841.17,1080.32,79,84
29576,1787.5,1044.5,28,52
28870,1897.55,988.886,32,47
27665,1895.26,840.618,31,48
26503,1879.85,688.05,41,49
27478,1789.18,663.468,30,38
27440,1883.19,563.291,23,32
26229,1829,513,27,69
29497,1871.5,427,30,43
24689,1826.42,344.539,22,28
25080,1789.21,343.53,21,26
21656,1848.86,208.496,19,22
25848,1773.1,154.7,22,22
32891,1936.5,154,28,28
20269,1857,136,65,92
22905,1806,198,73,92
22984,1782,140,44,62
24252,1908,751,61,92
24036,1786,233,21,27
25891,1811,212,71,92
33184,1928.5,1705,46,85
31360,1920.97,1452.44,43,74
31171,1794.5,1332,42,85
31317,1907.98,1143.06,49,89
31316,1838.84,1071.35,74,82
29576,1787.5,1035.5,28,52
28870,1896.7,982.09,30,47
27665,1895.22,834.891,31,47
26503,1879.85,682.886,33,47
27478,1788,657.5,25,36
27440,1883.15,558.035,24,33
26229,1828.87,507.595,31,70
29497,1872,424,29,43
24689,1825.98,340.35,22,27
25080,1789.3,339.4,19,26
21656,1848.35,205.269,22,23
32891,1935.56,152.541,24,22
25848,1774.03,151.118,17,21
20269,1857,135,65,92
22905,1806,195,73,92
22984,1782,138,44,62
24252,1908,751,61,92
24036,1786,230,21,27
25891,1811,209,71,92
33184,1928,1697.5,45,92
31360,1919.59,1442.65,46,78
31171,1796,1319.5,43,84
31317,1907.92,1134.96,49,89
31316,1839.13,1062.06,63,81
29576,1787.5,1027,28,51
28870,1896.47,975.031,30,47
27665,1895,829,29,45
26503,1878.89,677.851,35,47
27478,1789.23,651.606,25,38
27440,1882.5,554,20,31
26229,1828.92,502.524,31,70
29497,1871.5,420.5,30,44
24689,1823.8,336.6,28,29
25080,1788,335,17,23
21656,1847.7,202.955,21,23
32891,1932.6,151.3,26,24
25848,1773.95,147.85,19,21
20269,1857,135,65,92
22905,1806,192,73,92
22984,1782,138,44,62
24252,1908,751,61,92
24036,1785,226,21,27
25891,1811,205,71,92
33184,1928,1679,45,83
31360,1919.54,1431.07,44,77
31171,1794.65,1307.99,49,89
31317,1909.78,1126.16,58,90
31316,1838.48,1052.02,58,79
29576,1787.5,1017.5,28,50
28870,1895.86,968.012,32,49
27665,1894,822,27,45
26503,1879.15,671.892,34,47
27478,1789.5,645,22,35
27440,1882.55,548.35,22,32
26229,1829,497,27,67
29497,1871,415,29,41
24689,1824.86,332.186,21,27
25080,1788.71,331.03,20,27
21656,1846.7,199.9,21,23
32891,1930.65,150.183,28,28
25848,1774,145.5,13,18
20269,1857,135,65,92
22905,1806,189,73,92
22984,1782,135,44,62
24252,1908,751,61,92
24036,1785,222,21,27
25891,1811,202,71,92
33184,1926.21,1664.29,45,84
31360,1917.87,1419.48,43,74
31171,1794.5,1298,40,87
31317,1906.34,1118.39,51,90
31316,1837.9,1042.62,57,78
29576,1787.5,1009.5,28,50
28870,1895.44,960.869,32,48
27665,1892.37,816.011,31,47
26503,1877.75,666.75,39,47
27478,1788.85,638.964,24,37
27440,1881.68,543.795,22,33
26229,1828.81,491.493,30,70
29497,1870.04,411.243,37,49
24689,1824.98,328.118,22,27
25080,1788.96,326.692,21,27
21656,1846.5,195.5,14,16
32891,1929.1,148.7,25,26
20269,1857,135,65,92
22905,1806,186,73,92
22984,1782,132,44,62
24252,1908,751,61,92
24036,1784,218,21,27
25891,1812,199,71,92
33184,1926.27,1652.43,49,86
31360,1916.61,1408.66,44,73
31171,1794.75,1284.79,48,87
31317,1909.12,1109.47,57,90
31316,1837.69,1034.14,60,79
29576,1787,1001.5,29,50
28870,1894.92,953.643,31,47
27665,1893,811,27,45
26503,1878.13,661.173,35,47
27478,1788.5,633.5,22,34
27440,1883,539.5,23,30
26229,1828.44,486.964,30,69
29497,1870.5,408,30,43
24689,1824.67,324.141,24,27
25080,1787.92,322.885,21,27
21656,1846.82,193.415,17,20
32891,1927.75,147.75,27,27
20269,1857,135,65,92
22905,1803,181,73,92
22984,1781,130,44,62
24252,1908,751,61,92
24036,1783,215,21,27
25891,1812,196,71,92
33184,1925,1645,43,81
31360,1919,1404.5,37,70
31171,1797.65,1278.75,48,84
31317,1912.17,1108.17,57,89
31316,1841.28,1030.87,49,73
29576,1791.85,999.028,30,51
28870,1899.41,953.559,31,47
27665,1899.22,811.62,31,46
26503,1884.73,662.654,34,46
27478,1795.87,633.603,24,36
27440,1889,542,21,29
26229,1836.64,487.931,30,69
29497,1878.08,410.662,33,46
24689,1832.8,326.76,22,27
25080,1796.27,324.915,22,28
21656,1854.5,197.5,21,21
32891,1935.62,153.89,27,27
20269,1858,160,65,92
22905,1813,184,73,92
22984,1792,133,44,62
24252,1914,758,61,92
24036,1788,219,21,27
25891,1822,200,71,92
33184,1925,1632.5,43,78
31360,1918.45,1394,40,71
31171,1797.64,1268.3,44,84
31317,1911.73,1099.95,56,89
31316,1842.66,1021.62,58,76
29576,1792,991,31,51
28870,1898.77,947.223,31,47
27665,1899,806,29,45
26503,1884.35,657.342,34,46
27478,1795.5,628,22,33
27440,1889.5,537.5,22,30
26229,1836.57,482.921,30,69
29497,1877.5,407,30,43
24689,1833.01,323.57,21,26
25080,1796.08,320.615,21,26
21656,1856,194,11,17
32891,1933.74,153.195,27,25
20269,1858,159,65,92
22905,1814,181,73,92
22984,1791,131,44,62
24252,1914,758,61,92
24036,1788,216,21,27
25891,1822,197,71,92
33184,1924.5,1622.5,42,84
31360,1917.6,1383.99,42,71
31171,1797.87,1256.75,45,84
31317,1911.18,1092.65,54,89
31316,1842.19,1013.46,58,76
29576,1792.17,983.007,31,51
28870,1898.94,940.45,29,46
27665,1899,800,29,45
26503,1883.84,651.96,32,45
27478,1795.48,622.27,26,37
27440,1889.32,533.253,25,31
26229,1836.22,477.467,29,68
29497,1877.5,403,30,43
24689,1831.25,319.25,26,27
25080,1796.23,315.89,19,25
21656,1855.77,191.346,15,20
32891,1932.88,152.34,27,25
20269,1858,159,65,92
22905,1814,178,73,92
22984,1791,128,44,62
24252,1914,755,61,92
24036,1788,212,21,27
25891,1822,194,71,92
33184,1924.5,1607.5,42,78
31360,1916.74,1373.15,43,71
31171,1797.5,1245.5,40,80
31317,1909.99,1083.16,57,86
31316,1841.31,1004.36,55,75
29576,1792.5,974.5,28,48
28870,1898.5,933,26,43
27665,1897,794,25,45
26503,1884.43,646.601,34,45
27478,1795,616,23,33
27440,1888.5,528,22,29
26229,1836.5,472.5,26,66
29497,1877.5,398.5,30,42
24689,1832.51,316.098,20,27
25080,1796.44,311.303,18,24
21656,1855.4,189.2,20,20
33989,1806.3,185.4,63,68
32891,1931.63,150.213,26,27
20269,1858,156,65,92
22905,1817,176,73,92
22984,1791,125,44,62
24252,1914,749,61,92
24036,1788,208,21,27
25891,1823,191,71,92
33184,1924.12,1593.79,45,79
31360,1917,1362.5,37,68
31171,1798.01,1233.48,45,80
31317,1908.4,1076.52,56,88
31316,1842.27,995.035,54,75
29576,1792.52,965.961,30,49
28870,1898.45,926.569,32,46
27665,1897.9,788.061,31,47
26503,1884.26,641.037,33,45
27478,1795.5,610.5,22,32
27440,1888.14,523.729,23,31
26229,1836.08,467.01,29,67
29497,1877,395.5,29,42
24689,1831.98,312.103,21,27
25080,1796.15,308.254,19,25
33989,1807.95,181.561,57,66
32891,1930.37,149.798,28,24
20269,1857,154,65,92
22905,1816,173,73,92
24252,1914,743,61,92
24036,1788,205,21,27
25891,1822,189,71,92
33184,1923.5,1580,42,75
31360,1917.68,1352.01,38,69
31171,1797.7,1223.54,44,82
31317,1908.52,1068.88,50,87
31316,1841.49,987.456,56,76
29576,1791.5,958.5,28,48
28870,1898.07,920.243,31,46
27665,1896.5,782.5,26,44
26503,1883.51,636.066,32,44
27478,1795.64,605.046,25,35
27440,1887.5,519.5,20,28
26229,1836.06,462.473,29,66
29497,1876.15,390.892,36,47
24689,1830.16,308.103,27,29
25080,1796.27,303.61,19,24
33989,1806.93,179.01,59,67
32891,1929,148.608,27,24
20269,1857,153,65,92
22905,1816,170,73,92
24252,1914,737,61,92
24036,1788,201,21,27
25891,1823,186,71,92
33184,1923.19,1567.89,48,79
31360,1918,1342,35,68
31171,1799,1212.5,41,78
31317,1907.9,1060.77,47,85
31316,1841.12,978.077,55,75
29576,1792.5,950,26,47
28870,1898.22,913.947,29,45
27665,1896.5,776.5,26,44
26503,1883.24,630.893,32,44
27478,1795.7,599.129,24,35
27440,1887.3,514.681,23,30
26229,1835.5,457.5,26,64
29497,1875.66,387.713,33,45
24689,1829.8,304.6,27,28
25080,1796.26,299.578,19,24
33989,1814.44,178.81,60,78
32891,1927.5,147.5,26,24
20269,1857,152,65,92
22905,1816,167,73,92
24252,1914,731,61,92
24036,1787,198,21,27
25891,1823,183,71,92
33184,1922.24,1556.62,46,78
31360,1917.29,1331.99,37,69
31171,1798.5,1201.5,40,76
31317,1907.27,1052.82,48,85
31316,1842.68,970.26,54,75
29576,1792.5,942.5,26,46
28870,1898.04,906.763,33,46
27665,1896.5,771,26,43
26503,1883.2,626.194,33,45
27478,1795.5,594,22,33
27440,1887.72,510.737,24,30
26229,1835.38,452.514,29,66
29497,1875.5,385,28,41
24689,1828.75,301.431,28,28
25080,1795.32,296.214,22,27
33989,1806.08,172.422,59,66
32891,1927.81,147.038,30,27
20269,1856,150,65,92
22905,1815,164,73,92
24252,1914,725,61,92
24036,1786,196,21,27
25891,1823,180,71,92
33184,1921.29,1544.02,46,77
31360,1917.5,1321.5,34,66
31171,1797.5,1190.5,38,76
31317,1906.53,1045.38,46,84
31316,1841.94,961.187,51,72
29576,1792.34,934.548,29,48
28870,1897.68,900.832,30,45
27665,1896.5,765.5,26,42
26503,1883.49,620.935,32,44
27478,1795,588.5,21,32
27440,1887,505.5,21,28
26229,1835.5,447.5,26,64
29497,1875.5,381,28,41
24689,1830.23,296.654,22,26
25080,1796.02,291.581,21,26
33989,1813.44,172.005,56,75
32891,1924.66,144.652,26,24
20269,1856,148,65,92
22905,1815,161,73,92
24252,1914,725,61,92
24036,1785,192,21,27
25891,1823,177,71,92
33184,1920.55,1531.59,46,76
31360,1916.5,1310.96,36,67
31171,1797.66,1180.58,44,80
31317,1906.31,1037.9,46,83
31316,1842.4,954.019,58,75
29576,1792.5,926.5,26,46
28870,1897.57,894.029,28,43
27665,1895.72,759.914,29,45
26503,1882.21,615.643,30,43
27478,1795,582.5,21,32
27440,1886.03,500.761,24,30
26229,1835.24,442.032,29,65
29497,1875.5,377,28,41
24689,1829,293.5,27,27
25080,1795.53,288.199,20,24
33989,1805.5,166,58,65
32891,1923.64,142.916,26,25
20269,1856,147,65,92
22905,1815,158,73,92
24252,1914,734,61,92
24036,1786,189,21,27
25891,1823,173,71,92
33184,1920.5,1520.5,40,74
31360,1916.84,1301.5,36,66
31171,1798,1170,37,75
31317,1907.47,1030.23,48,84
31316,1841.07,944.818,57,73
29576,1792.5,919.5,26,46
28870,1897.19,887.431,30,44
27665,1895.76,754.43,29,44
26503,1882.14,611.048,30,43
27478,1795,577.5,21,32
27440,1886.26,496.397,24,30
26229,1835.17,437.876,29,65
29497,1875,374,29,41
24689,1828,289.5,26,26
25080,1795.29,283.47,19,24
33989,1805.77,162.654,55,64
20269,1856,146,65,92
22905,1815,155,73,92
24252,1914,731,61,92
24036,1786,184,21,27
25891,1823,170,71,92
33184,1920.38,1509.18,44,69
31360,1916,1291.5,33,65
31171,1798,1160,39,75
31317,1909.31,1022.01,54,83
31316,1840.64,936.755,52,72
29576,1792.5,911.5,26,46
28870,1896.67,881.179,29,43
27665,1895,749,25,43
26503,1881.63,605.799,32,43
27478,1795,572,21,31
27440,1886,492.5,19,28
26229,1834.87,432.536,29,64
29497,1874.5,370.5,28,42
24689,1829.26,286.403,19,24
25080,1795.14,280.392,19,24
33989,1807.3,160.169,50,62
20269,1856,145,65,92
22905,1815,153,73,92
24252,1913,726,61,92
24036,1786,180,21,27
25891,1823,168,71,92
33184,1919.47,1496.73,42,70
31360,1915.73,1281.96,36,65
31171,1798.42,1149.16,46,77
31317,1908.27,1014.93,50,81
31316,1840.63,927.923,55,72
29576,1792.5,904,26,45
28870,1896.36,874.925,28,43
27665,1894.58,743.407,28,44
26503,1881.12,600.663,30,42
27478,1794.5,567,20,31
27440,1885.62,487.868,22,29
26229,1834.83,428.01,29,63
29497,1874.5,365.5,28,40
24689,1828.98,282.302,19,24
25080,1795.5,275.5,14,20
33989,1808.94,157.793,49,64
20269,1856,145,65,92
22905,1815,150,73,92
24252,1912,720,61,92
24036,1786,177,21,27
25891,1822,164,71,92
33184,1919.81,1485.64,43,70
31360,1916.5,1272.5,36,62
31171,1798.42,1139.39,40,76
31317,1907,1007.8,51,83
31316,1840.86,920.365,55,72
29576,1792,896.5,27,46
28870,1896.12,868.99,29,43
27665,1894.5,738.5,24,42
26503,1880.67,596.54,32,43
27478,1794.5,562,20,31
27440,1885.45,484.006,24,31
26229,1834.5,424,26,61
29497,1874,363,29,41
24689,1829,279.5,17,22
25080,1794.89,272.945,19,23
33989,1812.08,157.231,57,75
20269,1856,144,65,92
22905,1815,147,73,92
24252,1912,716,61,92
24036,1786,174,21,27
25891,1822,161,71,92
33184,1918.52,1473.73,44,71
31360,1916.24,1262.06,37,63
31171,1798.92,1129.33,43,77
31317,1906.38,1000.39,48,81
31316,1839.55,911.237,46,68
29576,1792.42,888.566,30,48
28870,1896.09,862.932,27,43
27665,1895,733,25,41
26503,1880.63,591.032,30,41
27478,1794.91,556.147,23,34
27440,1885.13,479.786,23,29
26229,1834.33,418.992,29,63
29497,1873.98,360.664,35,45
24689,1827.3,275.6,26,26
25080,1794.73,268.622,18,24
33989,1808.01,151.319,49,63
20269,1855,142,65,92
22905,1814,145,73,92
24252,1912,710,61,92
24036,1786,171,21,27
25891,1821,157,71,92
33184,1918.06,1462.86,43,69
31360,1916,1253.5,35,62
31171,1798.36,1119.36,42,74
31317,1905.69,993.035,47,79
31316,1840.72,904.623,57,72
29576,1792.5,882,26,45
28870,1895.81,856.799,29,44
27665,1894.5,727.5,24,40
26503,1880.84,586.105,32,42
27478,1794.98,550.698,25,34
27440,1885.21,474.742,23,30
26229,1834.09,414.313,30,62
29497,1872.27,354.122,33,43
24689,1828.5,272,16,21
25080,1794.73,264.997,18,23
33989,1805.81,147.679,51,61
20269,1853,129,65,92
22905,1814,142,73,92
24252,1912,705,61,92
24036,1786,167,21,27
25891,1821,155,71,92
33184,1917.27,1451.21,41,69
31360,1913.2,1244.36,43,66
31171,1798.5,1109.5,36,72
31317,1904.66,985.982,45,79
31316,1841.08,897.18,57,73
29576,1792.81,874.55,28,46
28870,1895.3,850.9,28,43
27665,1894,722,25,41
26503,1880.79,581.04,32,43
27478,1795.28,545.265,25,34
27440,1884.5,471,20,27
26229,1834.01,409.362,31,62
29497,1872.5,351,26,39
24689,1828.22,268.329,19,24
25080,1794.62,260.98,18,23
33989,1805.71,145.186,50,60
20269,1853,129,65,92
22905,1814,139,73,92
24252,1912,700,61,92
24036,1786,164,21,27
25891,1821,153,71,92
33184,1917,1439,37,63
31360,1914.88,1234.49,39,64
31171,1798.5,1100,36,71
31317,1904.7,978.371,45,78
31316,1841.6,888.536,58,70
29576,1792.5,867,26,43
28870,1895.12,844.081,27,43
27665,1894,716.5,25,40
26503,1880.7,576.289,32,42
27478,1794,540,21,31
27440,1884.58,466.819,22,29
26229,1833.66,404.526,31,60
29497,1872.5,348,26,39
24689,1826,265,26,26
25080,1795.04,257.151,19,23
33989,1806.33,141.844,48,59
20269,1853,127,65,92
22905,1816,133,73,92
24252,1912,695,61,92
24036,1784,162,21,27
25891,1822,151,71,92
33184,1916.8,1428.18,41,67
31360,1914.02,1225.08,39,64
31171,1798.5,1090,36,71
31317,1903.6,971.827,44,79
31316,1840.86,881.959,56,75
29576,1793,859.5,25,44
28870,1895.08,838.495,27,44
27665,1893.5,711.5,26,40
26503,1879.9,571.445,31,42
27478,1794,535,21,31
27440,1883.7,462.553,22,30
26229,1833.39,400.062,30,61
29497,1871.47,344.79,32,45
24689,1825.6,261.7,25,26
25080,1794.53,253.29,18,22
33989,1803.36,140.601,56,64
20269,1852,124,65,92
22905,1815,130,73,92
24252,1912,690,61,92
25891,1822,144,71,92
33184,1916.22,1417.66,40,66
31360,1913.33,1216.51,40,62
31171,1798.85,1080.79,41,73
31317,1903.07,964.599,43,78
31316,1840.66,874.311,58,74
29576,1792,852.5,25,44
28870,1894.91,832.553,29,42
27665,1893,706,25,41
26503,1879.59,567.037,29,41
27478,1794,530,21,31
27440,1883.27,458.765,22,29
26229,1833,396,25,59
29497,1872,341.5,27,40
24689,1827.32,257.566,20,24
25080,1794.03,249.882,19,24
33989,1804.59,136.704,50,59
20269,1852,123,65,92
22905,1815,128,73,92
24252,1912,685,61,92
25891,1822,142,71,92
33184,1919,1406,43,61
31360,1914,1207,37,59
31171,1798.55,1070.52,40,72
31317,1903.68,957.696,44,78
31316,1840.41,866.112,62,72
29576,1792.09,845.449,29,46
28870,1894.23,826.917,27,43
27665,1893,701.5,25,40
26503,1877.74,562.518,37,42
27478,1794.44,525.049,24,35
27440,1883.14,454.316,21,28
26229,1833,391,25,59
29497,1871.97,338.297,31,42
24689,1827.13,253.827,20,24
25080,1794.14,245.98,17,21
33989,1805.5,133,44,57
20269,1852,121,65,92
22905,1815,125,73,92
24252,1912,680,61,92
25891,1822,139,71,92
34496,1786.58,2002.52,50,102
33184,1915.5,1395.5,36,62
31360,1913,1198,35,59
31171,1798.96,1061.7,42,72
31317,1903.28,950.322,44,77
31316,1842.07,856.732,51,68
29576,1792.99,838.115,29,45
28870,1894.36,820.986,28,43
27665,1893,696,25,39
26503,1879.26,557.124,29,40
27478,1792.85,519.515,26,32
27440,1882.74,450.391,20,28
26229,1832.29,386.529,28,60
29497,1872,335,27,41
24689,1827.33,250.642,20,24
25080,1794.04,242.468,17,22
33989,1804.82,130.299,47,58
20269,1852,121,65,92
22905,1815,123,73,92
24252,1912,675,61,92
25891,1823,132,71,92
34496,1786.5,1982,48,99
33184,1915.5,1385.5,36,60
31360,1913,1190,35,59
31171,1798,1052,35,69
31317,1902.43,943.617,44,76
31316,1841.13,849.852,53,69
29576,1792.5,831,26,41
28870,1894.36,814.961,28,43
27665,1893,691,25,39
26503,1878.77,553.216,31,42
27478,1793.5,514.5,20,30
27440,1883.24,446.292,23,28
26229,1833.33,382.292,28,60
29497,1871.27,331.39,34,46
24689,1826.71,247.791,18,23
25080,1793.18,238.446,17,22
33989,1806.22,127.249,47,58
20269,1852,121,65,92
22905,1815,121,73,92
24252,1911,670,61,92
25891,1823,130,71,92
34496,1786.81,1960.5,51,100
33184,1915.5,1374.5,36,60
31360,1913.38,1181.51,38,62
31171,1798,1042.5,35,68
31317,1902.17,936.733,43,76
31316,1840.21,843.136,51,70
29576,1793,824,25,41
28870,1894,808.5,25,40
27665,1893.69,685.614,30,42
26503,1879.02,548.096,31,41
27478,1794,509.5,19,30
27440,1882.62,441.738,22,28
26229,1832.33,377.453,27,58
29497,1871.5,329.5,26,42
24689,1826.67,244.233,18,22
25080,1792.5,234.5,14,18
20269,1852,120,65,92
22905,1815,119,73,92
24252,1911,665,61,92
25891,1823,127,71,92
34496,1786.98,1939.49,51,96
33184,1914.14,1363.74,39,61
31360,1911.23,1172.01,35,61
31171,1797.54,1032.98,36,69
31317,1901.13,929.152,43,75
31316,1839.48,834.823,54,69
29576,1791.5,816.5,26,40
28870,1893,802.5,25,40
27665,1892.26,680.102,29,41
26503,1877.82,542.794,32,41
27478,1792,504,21,29
27440,1881.55,437.931,22,29
26229,1831.93,372.931,27,59
29497,1871,324.5,27,40
24689,1824.65,240.279,18,22
25080,1791.98,230.381,17,22
20269,1851,118,65,92
22905,1814,116,73,92
24252,1910,660,61,92
25891,1822,124,71,92
34496,1786.46,1919.47,56,98
33184,1913,1352.5,35,60
31360,1911.5,1163.5,32,60
31171,1797.5,1024.5,34,66
31317,1901.18,922.939,43,75
31316,1839.7,827.6,59,70
29576,1791,810,27,41
28870,1892.5,797,24,39
27665,1892,674.5,27,38
26503,1877.5,538,34,41
27478,1792,499,21,29
27440,1881.17,434.27,21,28
26229,1831.25,368.441,30,60
29497,1869.87,321.663,31,45
24689,1822.4,237.3,24,26
25080,1791.49,227.191,18,22
33989,1807.61,120.887,55,68
20269,1851,118,65,92
22905,1814,114,73,92
24252,1910,655,61,92
25891,1822,122,71,92
34496,1787.5,1898,46,91
33184,1919.96,1341.67,57,63
31360,1912.1,1155.08,37,62
31171,1798,1014.5,35,66
31317,1901.25,918.289,50,80
31316,1838.99,819.062,49,65
29576,1791.5,803,26,41
28870,1892,791,23,39
27665,1892,670,27,39
26503,1877.11,533.485,29,40
27478,1792,494,21,29
27440,1880.64,430.201,22,28
26229,1830.66,364.239,30,58
29497,1869.5,318,26,39
24689,1823.35,233.55,22,24
25080,1791.73,222.802,16,20
20269,1851,117,65,92
22905,1814,112,73,92
24252,1910,650,61,92
25891,1822,120,71,92
34496,1786.5,1880,44,93
33184,1912.73,1332.65,39,62
31360,1911.68,1145.48,36,60
31171,1798.29,1005.96,38,67
31317,1901.11,909.35,43,74
31316,1839.35,812.108,50,66
29576,1792.51,796.701,32,47
28870,1892.29,784.991,27,41
27665,1892,664.5,27,38
26503,1877.46,528.565,32,40
27478,1792.5,489.5,20,28
27440,1880.54,425.808,22,28
26229,1830.33,359.516,31,58
29497,1869.02,314.747,31,43
24689,1823.57,230.459,18,22
25080,1791.54,219.651,18,21
20269,1851,116,65,92
22905,1814,110,73,92
24252,1910,645,61,92
25891,1822,118,71,92
34496,1787,1859.5,43,92
33184,1914,1323,39,59
31360,1912,1138,33,59
31171,1798.33,996.963,38,67
31317,1900.45,902.654,42,73
31316,1839.73,805.11,50,66
29576,1792,789.5,25,40
28870,1891.5,780,24,39
27665,1891.5,660,26,37
26503,1876.89,524.426,31,40
27478,1792.57,484.544,22,31
27440,1880.26,422.338,21,26
26229,1830.52,355.86,28,57
29497,1868.3,311.47,30,44
24689,1823.62,226.49,18,22
25080,1791.68,215.848,16,21
20269,1851,114,65,92
24252,1909,642,61,92
25891,1822,115,71,92
34496,1787.5,1839.5,44,90
33184,1915,1312,41,57
31360,1911.5,1129,34,57
31171,1800.5,988,38,65
31317,1900.59,901.618,52,86
31316,1838.92,797.615,51,66
29576,1792,782.5,25,40
28870,1891,774,25,39
27665,1891.4,654.688,30,40
26503,1876.44,519.648,30,40
27478,1792.81,479.574,23,32
27440,1880.17,418.314,21,28
26229,1830.13,351.081,27,57
29497,1868,309,25,41
24689,1823.2,223.359,17,22
